date,close
240212,104.17
240213,104.96
240214,104.72
240215,104.30
240216,104.28
240220,104.08
240221,104.01
240222,103.96
240223,103.94
240226,103.83
240227,103.83
240228,103.98
240229,104.16
240301,103.86
240304,103.83
240305,103.80
240306,103.37
240307,102.82
240308,102.74
240311,102.87
240312,102.96
240313,102.79
240314,103.36
240315,103.43
240318,103.58
240319,103.81
240320,103.41
240321,104.00
240322,104.43
240325,104.23
240326,104.29
240327,104.35
240328,104.55
240401,105.02
240402,104.82
240403,104.25
240404,104.12
240405,104.30
240408,104.14
240409,104.15
240410,105.25
240411,105.28
240412,106.04
240415,106.21
240416,106.26
240417,105.95
240418,106.15
240419,106.15
240422,106.08
240423,105.69
240424,105.86
240425,105.60
240426,105.94
240429,105.58
240430,106.22
240501,105.76
240502,105.30
240503,105.03
240506,105.05
240507,105.41
240508,105.55
240509,105.23
240510,105.31
240513,105.22
240514,105.01
240515,104.35
240516,104.46
240517,104.45
240520,104.57
240521,104.66
240522,104.94
240523,105.11
240524,104.72
240528,104.61
240529,105.10
240530,104.72
240531,104.67
240603,104.14
240604,104.11
240605,104.27
240606,104.10
240607,104.89
240610,105.15
240611,105.23
240612,104.65
240613,105.20
240614,105.55
240617,105.32
240618,105.26
240620,105.59
240621,105.80
240624,105.47
240625,105.61
240626,106.05
240627,105.91
240628,105.87
240701,105.90
240702,105.72
240703,105.40
240705,104.88
240708,105.01
240709,105.12
240710,105.05
240711,104.44
240712,104.09
240715,104.19
240716,104.27
240717,103.75
240718,104.17
240719,104.40
240722,104.31
240723,104.45
240724,104.39
240725,104.36
240726,104.32
240729,104.56
240730,104.55
240731,104.10
240801,104.42
240802,103.21
240805,102.69
240806,102.97
240807,103.20
240808,103.21
240809,103.14
240812,103.14
240813,102.56
240814,102.57
240815,102.98
240816,102.46
240819,101.89
240820,101.44
240821,101.04
240822,101.51
240823,100.72
240826,100.85
240827,100.55
240828,101.09
240829,101.34
240830,101.70
240903,101.83
240904,101.36
240905,101.11
240906,101.18
240909,101.55
240910,101.63
240911,101.68
240912,101.37
240913,101.11
240916,100.76
240917,100.89
240918,100.60
240919,100.61
240920,100.72
240923,100.92
240924,100.37
240925,100.92
240926,100.56
240927,100.42
240930,100.78
241001,101.19
241002,101.68
241003,101.99
241004,102.52
241007,102.54
241008,102.55
241009,102.93
241010,102.99
241011,102.89
241014,103.30
241015,103.26
241016,103.59
241017,103.83
241018,103.49
241021,104.01
241022,104.08
241023,104.43
241024,104.06
241025,104.26
241028,104.32
241029,104.28
241030,103.99
241031,103.98
241101,104.28
241104,103.89
241105,103.42
241106,105.09
241107,104.51
241108,105.00
241111,105.54
241112,106.02
241113,106.48
241114,106.67
241115,106.69
241118,106.28
241119,106.21
241120,106.68
241121,106.97
241122,107.49
241125,106.82
241126,107.01
241127,106.08
241129,105.74
241202,106.45
241203,106.37
241204,106.34
241205,105.71
241206,105.97
241209,106.15
241210,106.40
241211,106.71
241212,106.96
241213,107.00
241216,106.86
241217,106.96
241218,108.03
241219,108.41
241220,107.62
241223,108.04
241224,108.26
241226,108.13
241227,108.00
241230,108.13
241231,108.49
250102,109.39
250103,108.95
250106,108.26
250107,108.54
250108,109.09
250109,109.18
250110,109.65
250113,109.96
250114,109.27
250115,109.09
250116,108.96
250117,109.35
250121,108.06
250122,108.17
250123,108.05
250124,107.44
250127,107.34
250128,107.87
250129,108.00
250130,107.80
250131,108.37
250203,108.99
250204,107.96
250205,107.58
250206,107.69
250207,108.04
250210,108.32
250211,107.96
250212,107.94
250213,107.31
250214,106.57
250218,107.05
250219,107.17
250220,106.34
250221,106.61
250224,106.60
250225,106.31
250226,106.42
250227,107.24
250228,107.61
250303,106.75
250304,105.74
250305,105.74
250306,104.06
250307,103.84
250310,103.91
250311,103.44
250312,103.61
250313,103.83
250314,103.72
250317,103.37
250318,103.24
250319,103.43
250320,103.85
250321,104.09
250324,104.26
250325,104.18
250326,104.55
250327,104.07
250328,104.04
250331,104.21
250401,104.26
250402,103.81
250403,102.07
250404,103.02
250407,103.26
250408,102.96
250409,102.90
250410,100.87
250411,99.78
250414,99.64
250415,100.22
250416,99.38
250417,99.38
250421,98.28
250422,98.92
250423,99.84
250424,99.29
250425,99.47
250428,99.01
250429,99.24
250430,99.47
250501,100.25
250502,100.00
250505,99.83
250506,99.24
250507,99.61
250508,100.64
250509,100.34
250512,101.79
250513,101.00
250514,101.04
250515,100.88
250516,101.09
250519,100.43
250520,100.12
